radlex_code,preferred_description
RID47807,trunk of long thoracic branch of seventh cervical nerve
RID19189,superior mediastinal segment of vagus nerve
RID22798,left first intercostal nerve
RID22702,gray matter of triangular part of left inferior frontal gyrus
RID15078,medial dorsal digital branch of ulnar nerve to left middle finger
RID14781,nerve to left oblique arytenoid
RID15300,branch of inferior rectal nerve
RID40590,belly of right flexor digitorum profundus
RID14898,superior branch of transverse cervical nerve
RID24460,t7 branch to left multifidus
RID43093,left pronator teres
RID44683,branch of medial branch of superior cerebellar artery to middle cerebellum
RID39280,T1 tumor stage
RID18108,precommissural fornix of forebrain
RID40643,belly of long head of triceps brachii
RID39332,post-transplant
RID15972,branch of posterior femoral cutaneous nerve to back of thigh and leg
RID28107,dura mater of anterior root of twelfth thoracic nerve
RID44362,postganglionic segment of posterior root of left fifth lumbar spinal nerve
RID18780,posterior root of right first sacral nerve
RID43195,neurovascular bundle of prescalene compartment
RID24858,nerve to right ninth levator costae
RID10410,narrow
RID20308,gray matter of right superior temporal gyrus
RID44528,trunk of articular branch of ulnar nerve to elbow joint
RID25037,ascending branch of meningeal branch of right second thoracic nerve
RID13145,Brodmann area 30
RID19873,left tenth thoracic ganglion
RID50014,thyroid tubercle
RID24806,t5 branch to right iliocostalis cervicis
RID19737,fourth cervical spinal ganglion
RID17158,white matter of posterior cingulate gyrus
RID44405,central segment of left seventh cervical spinal nerve
RID20330,gray matter of left transverse temporal gyrus
RID12741,TRICKS
RID34223,"supramarginal gyrus, posterior division (sGp)"
RID31386,set of paracardial lymphatic vessels
RID35019,applesauce sign
RID15772,segment of metencephalon
RID20192,white communicating ramus of eighth intercostal nerve
RID20302,gray matter of left orbital gyrus
RID12909,dilation procedure type
RID49796,LR-3
RID13546,segment of Brodmann area 12
RID23624,communicating branch of third intercostal nerve
RID49752,percutaneous nephroureteral stent placement
RID12336,pediatric filter
RID29574,epithelium proper of zone of small intestine
RID31720,left ovarian medulla
RID42727,surface of left sartorius
RID26151,brodmann area 31 of cingulate gyrus
RID30149,right hepatic biliary tree
RID31063,internal surface of anterior wall of ascending part of duodenum
RID29205,eight thoracic vertebra
RID18245,lateral dorsal digital nerve of left third toe
RID46087,trunk of branch of second cervical nerve
RID34236,temporal pole (tP)
RID33436,mucosa of ascending part of duodenum
RID42859,distal metaphysis of first metacarpal bone
RID45488,c5 root of right lateral pectoral nerve
RID19420,neuroglial network of white matter of T4 segment
RID15936,neural tissue of left vestibulocochlear nerve
RID23018,meningeal branch of right tenth thoracic nerve
RID45911,PrelimPublish
RID13101,posterior portion of adductor magnus muscle
RID28333,dura mater of anterior rootlet of left fifth sacral nerve
RID33062,right renal fascia
RID30236,rugal fold of body of stomach
RID16370,set of internal nasal branches of infra-orbital nerve
RID22890,posterior ramus of left eighth cervical nerve
RID29304,internal circular muscle layer of uterine part of uterine tube
RID27972,deep branch of left lateral plantar nerve
RID32804,musculature of trunk proper
RID27497,l3 to coccygeal segment of left ventral gray column of spinal cord
RID23628,communicating branch of right fourth intercostal nerve
RID10948,low energy parallel hole high sensitivity
RID25007,ascending branch of meningeal branch of cervical nerve
RID29923,left female breast proper
RID12266,source-to-skin distance
RID33373,adventitia of right superior minor calyx
RID15032,medial proper palmar digital branch of median nerve to right thumb
RID49343,deep band of left patellar ligament
RID40343,muscle body of palmar interosseous of left hand
RID18545,retrorubral part of substantia nigra
RID25441,nerve to left second medial lumbar intertransversarius
RID40088,articular part of glenoid cavity of scapula
RID45625,quadrilateral segment of trunk of right axillary nerve
RID45820,Enterprise ID Remap
RID25311,posterior branch of lateral cutaneous branch of left third intercostal nerve
RID32171,lumen of segment of major calyx
RID28885,visceral lymph node of pelvis
RID26287,brodmann area 40 of right postcentral gyrus
RID34207,lingula gyrus (lG)
RID46772,musculocutaneous nerve component of trunk of anterior ramus of left fifth cervical nerve
RID23699,l1 root of left genitofemoral nerve
RID18889,root of right third sacral nerve
RID11483,partial volume averaging between slices
RID37902,lateral tributary of dorsal tributary of fourth lumbar vein
RID32807,musculature of back of thorax
RID28729,set of costal joints
RID40979,interosseous ligament of right second carpometacarpal joint
RID20167,medial branch of tenth thoracic ganglion
RID36102,right superficial middle cerebral vein
RID21376,trunk of cutaneous branch of left buccal nerve
RID38887,posterior prostatic lymphatic tree
RID41174,tendon of left adductor magnus
RID22251,trunk of cutaneous branch of right obturator nerve
RID3078,naviculocuboid joint
RID3074,ligament of naviculocuneiform joint
RID3079,articular surface of naviculocuboid joint
RID3076,plantar ligament of naviculocuneiform joint
RID3070,articular cartilage of distal tarsal navicular
RID3071,articular cartilage of proximal medial cuneiform
RID3075,dorsal ligament of naviculocuneiform joint
RID3072,articular cartilage of proximal intermediate cuneiform
RID3073,articular cartilage of proximal lateral cuneiform
RID3077,synovial membrane of articular capsule of naviculocuneiform joint
RID35697,Westermark sign
RID13885,right occipital lobe proper
RID25541,communicating branch of ilioinguinal nerve with iliohypogastric nerve
RID15250,first dorsal digital branch of radial nerve
RID36036,BI-RADS Category 0: Incomplete-Need Additional Imaging Evaluation and/or Prior Mammograms for Comparison
RID21263,medial surface of left cerebral hemisphere
RID22417,trunk of lateral dorsal digital nerve of right little toe
RID37917,spinal tributary of fourth lumbar vein
RID18735,posterior root of right fifth thoracic nerve
RID24448,t6 branch to semispinalis capitis
RID15934,neural tissue of vestibulocochlear nerve
RID26260,brodmann area 39 of right temporal lobe
RID22910,posterior ramus of seventh thoracic nerve
RID24497,t10 branch to multifidus
RID41532,proximal tendon of flexor digitorum profundus
RID42026,surface of right middle glenohumeral ligament
RID27894,upper branch of left internal laryngeal nerve to laryngeal vestibule
RID15386,superficial nerve to left soleus
RID41191,tendon of extensor digitorum longus to second toe
RID25994,brodmann area 10 of anterior cingulate gyrus
RID45970,WaitingForConsent
RID20968,right accessory basal amygdaloid nucleus
RID19388,neuroglial network of gray matter of L1 segment
RID21896,trunk of right first lumbar nerve
RID36412,right distal medial striate artery
RID37672,internal pyramidal lamina of Brodmann area 47
RID13390,anatomical structure
RID17397,t6 segment of left dorsal funiculus of spinal cord
RID32007,superior ileocolic lymph node group
RID35994,tributary of brachial vein
RID28214,dura mater of posterior root of right third lumbar nerve
RID50713,CAD-RADS 1
RID29438,muscle layer of left inferior minor calyx
RID28254,dura mater of anterior rootlet of right fifth cervical nerve
RID42587,lateral surface of scalenus anterior
RID45668,moderately smooth margin
RID37075,external granular layer of right Brodmann area 16
RID26090,brodmann area 23 of left anterior cingulate gyrus
RID28782,anterior profile projection
RID14153,nerve to superior rectus
RID41063,distal tendon of left pectoralis major
RID42881,distal metaphysis of distal phalanx of left thumb
RID39414,subdivision of surface of head proper
RID33729,mucosa of right renal pelvis
RID41501,tendon of left palmaris longus
RID45404,peripheral segment of right ilioinguinal nerve
RID26263,brodmann area 39 of right angular gyrus
RID15302,right inferior rectal branch to external anal sphincter
RID49729,set of renal arteries
RID41407,tendon of right temporalis
RID34864,zone of petrous part proper of temporal bone
RID23133,c3 branch to sternocleidomastoid
RID17356,c2 segment of right dorsal funiculus of spinal cord
RID37689,internal granular layer of right Brodmann area 48
RID19948,right cochlear ganglion
RID35782,anatomical line of scapula
RID19045,posterior rootlet of left fourth lumbar nerve
RID19178,left lumbar sympathetic trunk
RID31631,mesothelium of visceral peritoneum of greater sac
RID535,third posterolateral branch of circumflex artery
RID5352,pneumothorax
RID5353,disorder of endocrine system
RID5355,integument disorder
RID5350,pneumonia
RID5358,condylomata acuminata
RID5351,eosinophilic pneumonia
RID5357,wart
RID5354,hypoglycemia
RID20828,superior linear nucleus
RID43979,right ulnar vein
RID35815,thoracentesis
RID14371,communicating branch of left auriculotemporal nerve with left otic ganglion
RID43321,mottled enhancement
RID49174,superior region of anterior zone of base of patella
RID40828,lateral zone of greater tubercle of right humerus
RID47039,median nerve component of superior trunk segment of right fifth cervical nerve
RID10162,short process of incus
RID30736,parenchyma of caudate lobe of liver
RID351,transition zone of prostate
RID3510,perineuritic orbital pseudotumor
RID3519,otitis externa
RID3512,diffuse orbital pseudotumor
RID3511,lacrimal orbital pseudotumor
RID3514,sclerosing osteomyelitis
RID3515,chronic symmetric plasma cell osteomyelitis
RID3513,Brodie abscess
RID3518,otitis media
RID3517,otitis
RID43170,third dorsal interosseous of left hand
RID35651,tram track sign of chest
RID966,posterior communicating artery of peroneal artery
RID9668,optic disc
RID9662,outer plexiform layer of retina
RID9663,inner nuclear layer of retina
RID9667,inner limiting layer of retina
RID9660,outer limiting layer of retina
RID9669,depression of optic disc
RID9665,ganglionic layer of retina
RID9664,inner plexiform layer of retina
RID9661,outer nuclear layer of retina
RID9666,layer of nerve fibers of retina
RID21015,left putamen
RID24210,medial cutaneous branch of medial branch of posterior ramus of right eighth thoracic nerve
RID48168,posterior compartment of left leg
RID47220,central segment of medial root of median nerve
RID46888,axillary nerve component of trunk of anterior ramus of left sixth cervical nerve
RID36840,multiform layer of right Brodmann area 3
RID22790,anterior ramus of right seventh cervical nerve
RID10148,petrosquamous suture
RID36998,external granular layer of Brodmann area 12
RID16313,set of anterior labial nerves
RID679,posterior temporal artery
RID6790,commissure of superior colliculus
RID6792,decussation of trochlear nerve
RID6795,midbrain tegmentum
RID6791,stratum of superior colliculus
RID6793,parietotemporopontine fiber
RID6799,nucleus of mesencephalic tract of trigeminal nerve
RID6794,frontopontine fiber
RID44916,descending branch of right superficial cervical artery
RID28380,dura mater of posterior rootlet of seventh thoracic nerve
RID39595,intertubercular sulcus of proximal epiphysis of humerus
RID38269,subdivision of left hepatic portal vein
RID32843,supravesical fossa
RID49187,anterior area of attachment of patellar ligament
RID44691,right labyrinthine artery
RID31101,orifice of ileal papilla
RID19452,neuronal component of cervical segment of spinal cord
RID30947,areolar connective tissue of intersulcal connective tissue of fibrous ring of tricuspid valve
RID44944,right deep cervical artery
RID24420,t4 branch to right spinalis capitis
RID43343,cholangiocellular carcinoma
RID38379,lateral branch of dorsal branch of second lumbar artery
RID12724,in-plane filtering
RID25043,ascending branch of meningeal branch of right fourth thoracic nerve
RID27800,communicating branch of right lacrimal nerve with zygomaticotemporal branch of right zygomatic nerve
